,User,Tweets,Url,likeCount,retweetCount,followersCount,metionedUsers
2150,earthkrt_nft,@crypto888crypto @Cardelucci GM sunshine. The women of the community. Just look at how hard she do for the community and for gender equality in this space is just inspiring. 💜 https://t.co/JvL897st3n,https://twitter.com/earthkrt_nft/status/1463048409787420683,3,0,2354,"['crypto888crypto', 'CARDELUCCI']"
2151,Uzzi_fx,"@HChipNFT @torybryant20 I agree, which is why i think the 3% stat is not due to some gender equality issue but that more males have interest in NFT's at this moment in time.",https://twitter.com/Uzzi_fx/status/1463027184931684353,1,0,35563,"['HChipNFT', 'torybryant20']"
2152,ManuAlzuru,"Join us in 1h to discuss diversity and gender equality in the NFT space. We have the amazing @ix_shells, 
@Rachelwolf00 and more creators joining us.

Come and provide your perspective.",https://twitter.com/ManuAlzuru/status/1462841397216751616,13,1,9579,"['ix_shells', 'Rachelwolf00']"
2153,kylegordonart,Join us at 11am PST to discuss diversity and gender equality in the NFT space. We have the amazing @ix_shells and @Rachelwolf00 joining to provide their incredible insights,https://twitter.com/kylegordonart/status/1462837276858204165,7,0,2740,"['ix_shells', 'Rachelwolf00']"
2154,dea_nft_queen,"Men trying to be allies for gender equality (A THREAD)

1. Listen &gt; speak 
If you’re in a space with the word “women” in the title, it explains itself. This is not the place to take up space in the speakers panel and promote yourself. Listen and sit with the things you hear.",https://twitter.com/dea_nft_queen/status/1462645499887079425,29,5,7290,
2155,ashcooperkerns,"👋🏻 Would you all mind dropping links to yours or others 🐣LISTS of #NFT artists, creators &amp; community members? These are resources for us,  anyone new to the space &amp; those looking to #DYOR to best ensure participation with the intention of equity, equality and inclusion.",https://twitter.com/ashcooperkerns/status/1462475439574634496,5,0,3639,
2156,31sOct,"New Drop here. Last wave for ""Ducktopia Collection"" #12-16 of 16. The story of the war's fight for the duck's equality. Available now on opensea
https://t.co/Nk6yErJx1T

#NFT #NFTartists #characterdesign #opensea #NFTcollectibles https://t.co/BZKqG18s6F",https://twitter.com/31sOct/status/1462442466364125186,14,13,307,
2157,the_annagraf,@Tyholland1988 @aWkquariangirl @bitpixi @wheatatreat @annawilding @NathanCRoth @ARTJEDI1 @DazeCam2 @TheRealAlexKo @chussain @creatressart @amy_stroud @ulkdoodle @CorinaObertas @NFTgirl @iamboredbecky @Darlene_Pizarro @soniupeng @mia_kam @garyvee @WomenandWeapons @MekaVerse @stellabelle It is just the way it is - but it is hopefully changing sooner than later:) pls help with your RL experience to support equality in the NFT space. That would be great 😊,https://twitter.com/the_annagraf/status/1462413328647659522,7,1,4982,"['Tyholland1988', 'AWkquariangirl', 'bitpixi', 'wheatatreat', 'annawilding', 'NathanCRoth', 'ARTJEDI1', 'DazeCam2', 'TheRealAlexKo', 'chussain', 'creatressart', 'amy_stroud', 'ulkdoodle', 'CorinaObertas', 'NFTgirl', 'iamboredbecky', 'Darlene_Pizarro', 'soniupeng', 'mia_kam', 'garyvee', 'WomenandWeapons', 'MekaVerse', 'stellabelle']"
2158,DS_art_,"@soliiiart1 Solii, you are a kind soul.  I created this NFT precisely to pay homage to the Blockchain, our future technology that will govern society, along with equality, inclusion and love. ❤️",https://twitter.com/DS_art_/status/1462389205326352386,2,1,1159,['soliiiart1']
2159,ducksaligned,"I don't wanna hear no bitching about how unfair life is in 5 years time if you didn't buy any crypto. Yall heard the news just like everyone else. If you spent your money on a night at the Pub rather than Ethereum, that's on you 
#ethereum #nft #btc #bitcoin #equality #TaxTheRich",https://twitter.com/ducksaligned/status/1462345220377489412,1,0,32,
